COLLISION_ID,CRASH_DATETIME,YEAR,MONTH,HOUR,DAY_OF_WEEK,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_YEAR,DRIVER_SEX,POINT_OF_IMPACT,TRAVEL_DIRECTION
4707391,2024-03-05 17:06:00,2024,3,17,Tuesday,Unknown,0,40.72392,-73.89434,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2013,M,Center Front End,North
4707443,2024-03-05 08:57:00,2024,3,8,Tuesday,Brooklyn,11215,40.67417,-73.97883,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Box Truck,Unknown,2022,M,Center Back End,South
4707443,2024-03-05 08:57:00,2024,3,8,Tuesday,Brooklyn,11215,40.67417,-73.97883,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Kia -Car/Suv,2019,Unknown,Left Front Bumper,South
4707874,2024-03-01 14:11:00,2024,3,14,Friday,Bronx,10459,40.81969,-73.90161,1,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,Toyt -Car/Suv,2019,M,Left Front Bumper,Northwest
4707874,2024-03-01 14:11:00,2024,3,14,Friday,Bronx,10459,40.81969,-73.90161,1,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,E-Scooter,Unknown,0,M,Center Front End,West
4707233,2024-03-05 10:13:00,2024,3,10,Tuesday,Bronx,10473,40.824085,-73.87622,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Bus,Tr,2010,M,Center Back End,West
4707771,2024-03-05 15:10:00,2024,3,15,Tuesday,Queens,11434,40.67717,-73.78686,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707368,2024-03-05 17:00:00,2024,3,17,Tuesday,Bronx,10451,40.812267,-73.92747,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Chev -Car/Suv,2014,Unknown,Left Front Bumper,North
4707368,2024-03-05 17:00:00,2024,3,17,Tuesday,Bronx,10451,40.812267,-73.92747,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Pick-Up Truck,Ram,2019,Unknown,Right Front Bumper,North
4707650,2024-03-05 07:11:00,2024,3,7,Tuesday,Queens,11370,40.763058,-73.88389,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2023,M,Right Front Quarter Panel,North
4707558,2024-03-05 12:17:00,2024,3,12,Tuesday,Unknown,0,40.67505,-73.95639,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing Or Lane Usage Improper,Sedan,Toyt -Car/Suv,2016,M,Overturned,South
4707558,2024-03-05 12:17:00,2024,3,12,Tuesday,Unknown,0,40.67505,-73.95639,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Acur -Car/Suv,2016,F,Left Front Bumper,South
4707558,2024-03-05 12:17:00,2024,3,12,Tuesday,Unknown,0,40.67505,-73.95639,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2016,Unknown,Right Front Quarter Panel,South
4707558,2024-03-05 12:17:00,2024,3,12,Tuesday,Unknown,0,40.67505,-73.95639,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2012,Unknown,Right Front Quarter Panel,South
4707470,2024-03-05 08:45:00,2024,3,8,Tuesday,Manhattan,10004,40.704853,-74.01158,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Linc -Car/Suv,2020,F,Undercarriage,North
4707514,2024-03-05 20:22:00,2024,3,20,Tuesday,Manhattan,10029,40.794464,-73.93964,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Sedan,Toyt -Car/Suv,2016,M,Right Front Bumper,East
4707514,2024-03-05 20:22:00,2024,3,20,Tuesday,Manhattan,10029,40.794464,-73.93964,1,0,0,0,0,0,1,0,Unsafe Speed,Turning Improperly,Sedan,Toyt -Car/Suv,2013,M,Left Side Doors,East
4707409,2024-03-05 00:55:00,2024,3,0,Tuesday,Brooklyn,11214,40.60309,-73.99262,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Unknown,2007,M,Left Front Quarter Panel,West
4707409,2024-03-05 00:55:00,2024,3,0,Tuesday,Brooklyn,11214,40.60309,-73.99262,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Motorcycle,Kawk -Mcl,0,Unknown,Left Front Bumper,North
4707684,2024-03-05 18:10:00,2024,3,18,Tuesday,Manhattan,10128,40.777508,-73.9488,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Taxi,Cadi -Car/Suv,2024,M,Left Front Bumper,West
4707684,2024-03-05 18:10:00,2024,3,18,Tuesday,Manhattan,10128,40.777508,-73.9488,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Taxi,Toyt -Car/Suv,2018,M,Right Rear Bumper,East
4707249,2024-03-05 08:15:00,2024,3,8,Tuesday,Unknown,0,40.643784,-73.90218,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2011,M,Right Front Bumper,North
4707249,2024-03-05 08:15:00,2024,3,8,Tuesday,Unknown,0,40.643784,-73.90218,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Sedan,Hyun -Car/Suv,2017,M,Left Rear Quarter Panel,West
4707530,2024-03-05 09:28:00,2024,3,9,Tuesday,Manhattan,10001,40.747536,-73.99026,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Unknown,2022,M,Left Front Bumper,East
4707530,2024-03-05 09:28:00,2024,3,9,Tuesday,Manhattan,10001,40.747536,-73.99026,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Unknown,Ford,2023,M,No Damage,East
4707342,2024-03-05 10:47:00,2024,3,10,Tuesday,Unknown,0,40.719177,-73.79223,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2015,F,Center Back End,West
4707544,2024-03-05 13:25:00,2024,3,13,Tuesday,Manhattan,10011,40.744034,-74.00313,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2017,M,Center Front End,South
4707544,2024-03-05 13:25:00,2024,3,13,Tuesday,Manhattan,10011,40.744034,-74.00313,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2021,M,Right Front Quarter Panel,West
4707400,2024-03-05 09:00:00,2024,3,9,Tuesday,Unknown,0,40.68438,-73.94702,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Convertible,Bmw -Car/Suv,2012,Unknown,Right Front Bumper,West
4707400,2024-03-05 09:00:00,2024,3,9,Tuesday,Unknown,0,40.68438,-73.94702,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unknown,Unknown,0,Unknown,Left Front Bumper,West
4707525,2024-03-05 18:19:00,2024,3,18,Tuesday,Bronx,10455,40.813095,-73.89827,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Hyun -Car/Suv,2016,F,Left Side Doors,South
4707915,2024-03-05 19:30:00,2024,3,19,Tuesday,Brooklyn,11223,40.60265,-73.96475,1,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Niss -Car/Suv,2014,M,Left Side Doors,West
4707915,2024-03-05 19:30:00,2024,3,19,Tuesday,Brooklyn,11223,40.60265,-73.96475,1,0,0,0,0,0,0,0,Unspecified,Unspecified,E-Scooter,Unknown,0,M,Left Front Bumper,West
4707459,2024-03-05 12:20:00,2024,3,12,Tuesday,Queens,11369,40.768047,-73.86712,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Unknown,2011,M,Right Front Quarter Panel,East
4707459,2024-03-05 12:20:00,2024,3,12,Tuesday,Queens,11369,40.768047,-73.86712,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Toyt -Car/Suv,2019,M,Left Front Bumper,East
4707169,2024-03-05 00:12:00,2024,3,0,Tuesday,Bronx,10460,40.843998,-73.87852,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Chev -Car/Suv,0,Unknown,Left Front Bumper,East
4707169,2024-03-05 00:12:00,2024,3,0,Tuesday,Bronx,10460,40.843998,-73.87852,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Jeep -Car/Suv,2014,F,Left Front Bumper,West
4707636,2024-03-05 00:00:00,2024,3,0,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Sedan,Niss -Car/Suv,2019,M,Center Front End,East
4707636,2024-03-05 00:00:00,2024,3,0,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Mazd -Car/Suv,2024,F,Center Back End,East
4707330,2024-03-05 06:51:00,2024,3,6,Tuesday,Brooklyn,11234,40.628643,-73.92019,0,0,0,0,0,0,0,0,Fell Asleep,Fell Asleep,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2010,M,Center Front End,East
4707330,2024-03-05 06:51:00,2024,3,6,Tuesday,Brooklyn,11234,40.628643,-73.92019,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Sedan,Merz -Car/Suv,2011,Unknown,Center Back End,East
4707332,2024-03-05 13:30:00,2024,3,13,Tuesday,Queens,11694,40.580727,-73.83772,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2022,Unknown,Left Rear Quarter Panel,North
4707582,2024-03-05 21:15:00,2024,3,21,Tuesday,Unknown,0,40.679276,-73.92906,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Mnni -Car/Suv,2014,Unknown,Left Rear Bumper,South
4707354,2024-03-05 11:30:00,2024,3,11,Tuesday,Unknown,0,40.607864,-74.179184,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Hond -Car/Suv,2010,F,Right Front Bumper,West
4707611,2024-03-05 12:00:00,2024,3,12,Tuesday,Bronx,10458,40.858418,-73.88514,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Sedan,Hond -Car/Suv,2008,M,Left Side Doors,West
4707611,2024-03-05 12:00:00,2024,3,12,Tuesday,Bronx,10458,40.858418,-73.88514,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Taxi,Chry -Car/Suv,2022,M,Right Side Doors,West
4707744,2024-02-29 12:50:00,2024,2,12,Thursday,Brooklyn,11206,40.702576,-73.95176,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,Box Truck,Unknown,0,Unknown,Right Front Quarter Panel,Southwest
4707744,2024-02-29 12:50:00,2024,2,12,Thursday,Brooklyn,11206,40.702576,-73.95176,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2022,M,Left Front Quarter Panel,Southwest
4707276,2024-03-05 12:31:00,2024,3,12,Tuesday,Queens,11415,40.705128,-73.82819,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,Sedan,Niss -Car/Suv,2022,M,Left Front Quarter Panel,South
4707276,2024-03-05 12:31:00,2024,3,12,Tuesday,Queens,11415,40.705128,-73.82819,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,Moped,Taizhuo Zhongneng,2023,M,Center Front End,West
4707585,2024-03-05 16:00:00,2024,3,16,Tuesday,Unknown,0,40.8475,-73.86696,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2008,M,Center Back End,North
4707585,2024-03-05 16:00:00,2024,3,16,Tuesday,Unknown,0,40.8475,-73.86696,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2013,Unknown,Other,North
4707715,2024-03-05 12:00:00,2024,3,12,Tuesday,Queens,11377,40.736332,-73.90871,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Toyt -Car/Suv,2015,Unknown,Left Rear Bumper,South
4707798,2024-02-26 07:55:00,2024,2,7,Monday,Bronx,10459,40.823845,-73.896866,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707290,2024-03-05 09:00:00,2024,3,9,Tuesday,Brooklyn,11204,40.613388,-73.995995,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Dodg -Car/Suv,2013,F,Center Front End,Southwest
4707353,2024-03-05 19:04:00,2024,3,19,Tuesday,Brooklyn,11220,40.645664,-74.00974,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Sedan,Hond -Car/Suv,2006,M,Left Front Bumper,West
4707353,2024-03-05 19:04:00,2024,3,19,Tuesday,Brooklyn,11220,40.645664,-74.00974,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,Sedan,Ford -Car/Suv,2022,M,Right Rear Bumper,West
4707376,2024-03-05 08:35:00,2024,3,8,Tuesday,Queens,11361,40.759872,-73.76542,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2021,Unknown,Left Front Bumper,North
4707490,2024-03-05 01:30:00,2024,3,1,Tuesday,Unknown,0,40.839275,-73.88436,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Toyt -Car/Suv,2016,M,Left Front Bumper,East
4707490,2024-03-05 01:30:00,2024,3,1,Tuesday,Unknown,0,40.839275,-73.88436,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707830,2024-03-02 04:02:00,2024,3,4,Saturday,Unknown,0,40.85406,-73.91936,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Sedan,Bmw -Car/Suv,2015,M,Center Front End,South
4707830,2024-03-02 04:02:00,2024,3,4,Saturday,Unknown,0,40.85406,-73.91936,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2020,M,Center Back End,South
4707315,2024-03-05 11:12:00,2024,3,11,Tuesday,Brooklyn,11236,40.63882,-73.8994,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2022,F,Right Front Quarter Panel,East
4707397,2024-03-05 20:30:00,2024,3,20,Tuesday,Queens,11423,40.71848,-73.75978,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Sedan,Toyt -Car/Suv,2004,M,Right Front Quarter Panel,South
4707397,2024-03-05 20:30:00,2024,3,20,Tuesday,Queens,11423,40.71848,-73.75978,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Sedan,Hond -Car/Suv,2011,Unknown,Left Rear Quarter Panel,South
4707247,2024-03-05 08:30:00,2024,3,8,Tuesday,Queens,11434,40.672382,-73.78574,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Acur -Car/Suv,2017,M,Right Front Bumper,South
4707247,2024-03-05 08:30:00,2024,3,8,Tuesday,Queens,11434,40.672382,-73.78574,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2014,F,Left Front Bumper,East
4707369,2024-03-05 18:38:00,2024,3,18,Tuesday,Brooklyn,11215,40.665535,-73.99433,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Following Too Closely,Garbage Or Refuse,Mack-Truck/Bus,2023,M,Right Rear Bumper,East
4707576,2024-03-05 00:00:00,2024,3,0,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unknown,Unknown,0,Unknown,Center Back End,East
4707576,2024-03-05 00:00:00,2024,3,0,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Sedan,Toyt -Car/Suv,2013,M,Center Front End,East
4707906,2024-03-03 02:00:00,2024,3,2,Sunday,Bronx,10474,40.81554,-73.88582,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4707745,2024-03-02 01:00:00,2024,3,1,Saturday,Brooklyn,11211,40.710957,-73.951126,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2004,Unknown,Center Front End,Northwest
4707745,2024-03-02 01:00:00,2024,3,1,Saturday,Brooklyn,11211,40.710957,-73.951126,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Taxi,Toyt -Car/Suv,2019,M,Left Rear Quarter Panel,South
4707603,2024-03-05 19:30:00,2024,3,19,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2017,Unknown,Center Front End,South
4707603,2024-03-05 19:30:00,2024,3,19,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Sedan,Ford -Car/Suv,2020,M,Right Front Bumper,East
4707603,2024-03-05 19:30:00,2024,3,19,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Van,Ford-Truck/Bus,2005,M,Right Front Bumper,North
4707770,2024-03-04 17:00:00,2024,3,17,Monday,Unknown,0,40.839767,-73.905396,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Usaf -Car/Suv,0,Unknown,Unknown,East
4707671,2024-03-05 12:40:00,2024,3,12,Tuesday,Unknown,0,40.786,-73.84574,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2015,Unknown,Left Front Bumper,South
4707482,2024-03-05 19:20:00,2024,3,19,Tuesday,Queens,11378,40.722897,-73.91386,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Niss -Car/Suv,2023,F,Left Front Bumper,North
4707860,2024-03-05 16:27:00,2024,3,16,Tuesday,Unknown,0,40.65958,-73.89247,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Pk,Dodg-Truck/Bus,0,Unknown,Right Front Bumper,East
4707415,2024-03-05 09:52:00,2024,3,9,Tuesday,Queens,11101,40.737095,-73.93992,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Ford -Car/Suv,2000,Unknown,Left Front Quarter Panel,North
4707415,2024-03-05 09:52:00,2024,3,9,Tuesday,Queens,11101,40.737095,-73.93992,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Unknown,North
4707407,2024-03-05 13:05:00,2024,3,13,Tuesday,Manhattan,10035,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2023,M,Left Front Quarter Panel,East
4707407,2024-03-05 13:05:00,2024,3,13,Tuesday,Manhattan,10035,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Pick-Up Truck,Ford -Car/Suv,2023,M,Right Side Doors,Southeast
4707222,2024-03-05 07:35:00,2024,3,7,Tuesday,Unknown,0,40.822712,-73.903145,1,0,0,0,0,0,1,0,View Obstructed/Limited,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2023,M,Right Front Bumper,West
4707340,2024-03-05 13:02:00,2024,3,13,Tuesday,Manhattan,10031,40.817596,-73.95319,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,Bike,Unknown,0,M,Right Rear Quarter Panel,North
4707340,2024-03-05 13:02:00,2024,3,13,Tuesday,Manhattan,10031,40.817596,-73.95319,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,Lexs -Car/Suv,2016,M,Right Front Bumper,North
4707837,2024-02-28 22:29:00,2024,2,22,Wednesday,Staten Island,10310,40.63367,-74.12848,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Acur -Car/Suv,2008,M,Left Front Bumper,East
4707552,2024-03-05 10:20:00,2024,3,10,Tuesday,Queens,11373,40.73829,-73.877335,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Sedan,Dodg -Car/Suv,2022,Unknown,Left Rear Quarter Panel,North
4707847,2024-03-05 22:50:00,2024,3,22,Tuesday,Unknown,0,40.87788,-73.8448,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Sedan,Hyun -Car/Suv,2008,M,Right Front Quarter Panel,North
4707847,2024-03-05 22:50:00,2024,3,22,Tuesday,Unknown,0,40.87788,-73.8448,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Box Truck,Workhorse Custom Chasis,2009,Unknown,Left Rear Bumper,North
4707433,2024-03-05 16:34:00,2024,3,16,Tuesday,Brooklyn,11210,40.632145,-73.952736,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Bmw -Car/Suv,2021,F,Center Front End,North
4707392,2024-03-05 18:47:00,2024,3,18,Tuesday,Brooklyn,11235,40.582737,-73.95605,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2021,F,Left Rear Quarter Panel,East
4707595,2024-03-05 11:14:00,2024,3,11,Tuesday,Manhattan,10065,40.767967,-73.96822,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Lndr -Car/Suv,2020,F,Left Front Quarter Panel,North
4707469,2024-03-05 13:30:00,2024,3,13,Tuesday,Queens,11366,40.72441,-73.79589,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Hyun -Car/Suv,2008,F,Center Front End,East
4707534,2024-03-05 19:50:00,2024,3,19,Tuesday,Brooklyn,11236,40.63597,-73.90125,1,0,0,0,0,0,1,0,Following Too Closely,Unsafe Lane Changing,Sedan,Toyt -Car/Suv,2009,M,Center Back End,South
4707873,2024-02-24 09:51:00,2024,2,9,Saturday,Bronx,10454,40.8077,-73.92955,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Dump,Mack-Truck/Bus,2021,M,Left Front Quarter Panel,South
4707545,2024-03-05 17:26:00,2024,3,17,Tuesday,Unknown,0,40.70153,-73.92314,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Unknown,Unknown,0,Unknown,Left Front Bumper,North
4707545,2024-03-05 17:26:00,2024,3,17,Tuesday,Unknown,0,40.70153,-73.92314,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Hond -Car/Suv,2024,Unknown,Center Front End,Unknown
4707883,2024-03-04 17:53:00,2024,3,17,Monday,Brooklyn,11235,40.577995,-73.95964,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Mazd -Car/Suv,2021,F,Left Front Bumper,East
4707883,2024-03-04 17:53:00,2024,3,17,Monday,Brooklyn,11235,40.577995,-73.95964,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,No Damage,East
4707178,2024-03-05 08:05:00,2024,3,8,Tuesday,Queens,11377,40.739784,-73.89587,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Tractor Truck Diesel,Intl-Truck/Bus,2020,M,Right Front Bumper,North
4707178,2024-03-05 08:05:00,2024,3,8,Tuesday,Queens,11377,40.739784,-73.89587,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Merz -Car/Suv,2017,M,Left Front Bumper,West
4707637,2024-03-05 10:35:00,2024,3,10,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Sedan,Bmw -Car/Suv,2023,F,Center Back End,East
4707637,2024-03-05 10:35:00,2024,3,10,Tuesday,Unknown,0,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Sedan,Hond -Car/Suv,2021,M,Center Front End,East
4707477,2024-03-05 15:30:00,2024,3,15,Tuesday,Unknown,0,40.638096,-74.16232,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2013,Unknown,Center Front End,North
4707512,2024-03-05 14:00:00,2024,3,14,Tuesday,Bronx,10472,40.82853,-73.879974,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Right Front Bumper,Unknown
4707803,2024-02-12 20:30:00,2024,2,20,Monday,Queens,11413,40.674194,-73.7625,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2021,F,Left Rear Bumper,North
4707577,2024-03-05 14:10:00,2024,3,14,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Sedan,Ford -Car/Suv,2022,M,Right Front Quarter Panel,East
4707577,2024-03-05 14:10:00,2024,3,14,Tuesday,Unknown,0,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Unknown,Unknown,0,Unknown,Unknown,East
4707358,2024-03-05 10:00:00,2024,3,10,Tuesday,Queens,11411,40.697777,-73.745865,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Sedan,Toyt -Car/Suv,2014,F,Left Front Bumper,Southwest
4707358,2024-03-05 10:00:00,2024,3,10,Tuesday,Queens,11411,40.697777,-73.745865,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Niss -Car/Suv,2020,M,Left Rear Quarter Panel,North
4707285,2024-03-05 09:52:00,2024,3,9,Tuesday,Brooklyn,11214,40.61322,-73.99617,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,0,Unknown,Center Front End,South
4707285,2024-03-05 09:52:00,2024,3,9,Tuesday,Brooklyn,11214,40.61322,-73.99617,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,E-Scooter,Wide Wheel,0,F,Center Back End,South
