COLLISION_ID,CRASH_DATETIME,YEAR,MONTH,HOUR,DAY_OF_WEEK,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING_FACTOR_1,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_YEAR,DRIVER_SEX,POINT_OF_IMPACT,TRAVEL_DIRECTION
4489720,2021-12-23 16:25:00,2021,12,16,Thursday,Brooklyn,11233,40.682278,-73.9226,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Sedan,Chev -Car/Suv,2016,M,Left Front Bumper,North
4512305,2022-03-17 20:51:00,2022,3,20,Thursday,Queens,11385,40.702,-73.88009,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Hond -Car/Suv,2018,Unknown,Left Front Bumper,South
4490369,2021-12-23 08:49:00,2021,12,8,Thursday,Unknown,0,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Pick-Up Truck,Kenwo,2009,M,Left Rear Bumper,Southeast
4490655,2021-12-20 06:38:00,2021,12,6,Monday,Manhattan,10029,40.793766,-73.93411,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Right Front Bumper,Northeast
4464388,2021-09-29 12:42:00,2021,9,12,Wednesday,Brooklyn,11208,40.67732,-73.87871,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Convertible,Ford -Car/Suv,2013,M,Center Back End,North
4490489,2021-12-29 12:21:00,2021,12,12,Wednesday,Brooklyn,11204,40.620815,-73.98986,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,Box Truck,Frht-Truck/Bus,2020,M,Left Rear Quarter Panel,West
4491703,2022-01-03 09:30:00,2022,1,9,Monday,Queens,11356,40.780144,-73.84876,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Unknown,2015,Unknown,Left Front Quarter Panel,West
4566573,2022-09-21 14:42:00,2022,9,14,Wednesday,Unknown,0,,,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4598543,2023-01-07 17:28:00,2023,1,17,Saturday,Bronx,10463,40.879818,-73.90415,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Bike,Unknown,0,Unknown,Center Front End,North
4518174,2022-03-28 19:00:00,2022,3,19,Monday,Brooklyn,11231,40.678936,-74.001915,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Hond -Car/Suv,2020,Unknown,Right Front Quarter Panel,Unknown
4496515,2022-01-10 16:43:00,2022,1,16,Monday,Manhattan,10029,40.792984,-73.94007,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Ford -Car/Suv,2016,Unknown,Right Rear Quarter Panel,East
4466616,2021-10-12 16:30:00,2021,10,16,Tuesday,Queens,11378,40.732018,-73.91904,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Sedan,Kia -Car/Suv,2021,M,Center Back End,South
4518679,2022-04-07 09:51:00,2022,4,9,Thursday,Bronx,10466,40.887688,-73.85225,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unknown,Morgan Olson,2016,F,Left Rear Bumper,West
4496997,2022-01-23 21:50:00,2022,1,21,Sunday,Brooklyn,11218,40.637863,-73.96568,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2012,M,Center Front End,North
4497402,2022-01-25 13:31:00,2022,1,13,Tuesday,Unknown,0,40.80897,-73.94833,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Sedan,Unknown,2019,F,Center Back End,East
4499289,2022-02-02 03:06:00,2022,2,3,Wednesday,Unknown,0,40.820137,-73.89029,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Toyt -Car/Suv,2009,F,Center Front End,East
4545393,2022-07-10 18:37:00,2022,7,18,Sunday,Bronx,10469,40.876377,-73.84601,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Bus,Unknown,2022,M,Right Front Quarter Panel,South
4502531,2022-02-11 13:45:00,2022,2,13,Friday,Unknown,0,40.82214,-73.930824,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Toyt -Car/Suv,2018,F,Center Back End,North
4484063,2021-12-06 14:45:00,2021,12,14,Monday,Brooklyn,11203,40.654278,-73.92292,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Infi -Car/Suv,2006,M,Left Side Doors,East
4485115,2021-12-09 12:00:00,2021,12,12,Thursday,Unknown,0,40.737682,-73.85206,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Box Truck,Intl-Truck/Bus,2021,M,Trailer,West
4507459,2022-03-04 06:30:00,2022,3,6,Friday,Unknown,0,40.69821,-73.92406,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2017,Unknown,Left Front Bumper,Northwest
4523879,2022-05-01 18:00:00,2022,5,18,Sunday,Unknown,0,40.636837,-74.156944,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Sedan,Toyt -Car/Suv,2008,M,Center Back End,West
4523906,2022-05-01 23:40:00,2022,5,23,Sunday,Unknown,0,40.790894,-73.945175,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Taxi,Niss -Car/Suv,2015,M,Right Front Quarter Panel,North
4524004,2022-05-02 07:00:00,2022,5,7,Monday,Unknown,0,40.81286,-73.96341,0,0,0,0,0,0,0,0,Turning Improperly,Unsafe Speed,Sedan,Toyt -Car/Suv,2012,M,Left Side Doors,East
4509669,2022-03-10 17:35:00,2022,3,17,Thursday,Brooklyn,11216,40.6752,-73.950005,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Sedan,Hyun -Car/Suv,2012,Unknown,Center Back End,West
4510292,2022-03-14 17:14:00,2022,3,17,Monday,Bronx,10460,40.84539,-73.88108,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2016,F,Right Front Bumper,West
4510628,2022-03-15 18:20:00,2022,3,18,Tuesday,Brooklyn,11222,40.725277,-73.94621,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Right Front Quarter Panel,Northeast
4513206,2022-03-23 12:42:00,2022,3,12,Wednesday,Brooklyn,11207,40.680035,-73.9055,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Van,Unknown,2005,M,Right Front Bumper,East
4513652,2022-03-17 23:30:00,2022,3,23,Thursday,Manhattan,10012,40.724365,-73.99325,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Tesl -Car/Suv,2021,M,Center Back End,West
4548900,2022-07-22 08:35:00,2022,7,8,Friday,Unknown,0,40.766685,-73.892136,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Sedan,Toyt -Car/Suv,2002,M,Center Back End,East
4528185,2022-05-14 20:00:00,2022,5,20,Saturday,Manhattan,10020,40.76135,-73.98196,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Unknown,0,M,Right Front Bumper,East
4548815,2022-07-24 14:04:00,2022,7,14,Sunday,Unknown,0,,,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Sedan,Hond -Car/Suv,2012,F,Center Front End,South
4531226,2022-05-21 15:00:00,2022,5,15,Saturday,Unknown,0,40.822018,-73.953674,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Bike,Unknown,0,M,Center Front End,West
4530396,2022-05-23 10:30:00,2022,5,10,Monday,Queens,11429,40.709843,-73.73663,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Niss -Car/Suv,2020,Unknown,Center Front End,North
4550202,2022-07-27 15:30:00,2022,7,15,Wednesday,Unknown,0,40.67187,-73.95464,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Unknown,0,M,Center Front End,North
4535051,2022-06-04 08:17:00,2022,6,8,Saturday,Staten Island,10310,40.64062,-74.10674,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Ford -Car/Suv,2020,Unknown,Left Front Bumper,North
4534736,2022-06-06 11:17:00,2022,6,11,Monday,Unknown,0,40.722977,-74.005066,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Unknown,0,Unknown,Left Front Bumper,North
4571795,2022-09-30 16:03:00,2022,9,16,Friday,Manhattan,10033,40.847427,-73.931404,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Bus,Newfl,2017,M,Right Front Quarter Panel,South
4536981,2022-06-12 09:59:00,2022,6,9,Sunday,Queens,11417,,,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Bus,Mcin-Truck/Bus,2007,M,Center Front End,West
4537480,2022-06-12 22:10:00,2022,6,22,Sunday,Manhattan,10037,40.80918,-73.93605,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Sedan,Hyun -Car/Suv,2006,F,Left Rear Quarter Panel,Unknown
4571541,2022-10-09 00:00:00,2022,10,0,Sunday,Unknown,0,40.655575,-73.926895,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Sedan,Chev -Car/Suv,2018,M,Left Front Bumper,East
4571301,2022-10-09 04:04:00,2022,10,4,Sunday,Unknown,0,40.833813,-73.86275,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,Station Wagon/Sport Utility Vehicle,Unknown,0,Unknown,Unknown,South
4538517,2022-06-18 01:30:00,2022,6,1,Saturday,Unknown,0,40.828407,-73.93125,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Sedan,Unknown,0,Unknown,Left Front Bumper,South
4555110,2022-08-12 21:20:00,2022,8,21,Friday,Unknown,0,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Sedan,Toyt -Car/Suv,2015,M,Center Back End,North
4540683,2022-06-22 09:12:00,2022,6,9,Wednesday,Brooklyn,11212,40.66977,-73.910126,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Ford -Car/Suv,0,F,Left Front Bumper,West
4556946,2022-08-20 16:30:00,2022,8,16,Saturday,Manhattan,10036,40.75484,-73.98412,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Sedan,Ford -Car/Suv,2012,Unknown,No Damage,North
4556828,2022-08-20 03:00:00,2022,8,3,Saturday,Unknown,0,40.74614,-73.81417,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Ford -Car/Suv,2021,Unknown,Left Front Quarter Panel,West
4625852,2023-04-29 19:17:00,2023,4,19,Saturday,Unknown,0,40.667976,-73.93399,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Center Front End,North
4557625,2022-08-10 13:00:00,2022,8,13,Wednesday,Manhattan,10002,40.72191,-73.990036,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/Sport Utility Vehicle,Jeep -Car/Suv,2018,Unknown,Left Front Bumper,Unknown
4558696,2022-08-24 12:12:00,2022,8,12,Wednesday,Unknown,0,40.864674,-73.896835,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Unknown,Unknown,0,Unknown,Right Front Bumper,East
4574618,2022-10-20 10:00:00,2022,10,10,Thursday,Queens,11101,40.743515,-73.93929,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Unknown,Unknown,0,Unknown,Other,East
4560441,2022-08-23 22:40:00,2022,8,22,Tuesday,Brooklyn,11226,40.652557,-73.95122,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,1998,Unknown,Center Back End,South
4561672,2022-09-05 00:10:00,2022,9,0,Monday,Queens,11375,40.723633,-73.844826,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Pick-Up Truck,Ram,2018,M,Left Front Bumper,North
4562646,2022-09-02 23:26:00,2022,9,23,Friday,Bronx,10455,40.812664,-73.906334,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Jeep -Car/Suv,2020,M,Center Back End,East
4562388,2022-09-08 10:15:00,2022,9,10,Thursday,Unknown,0,40.620438,-74.1672,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Box Truck,Isu-Truck/Bus,2021,M,Left Rear Quarter Panel,East
4577830,2022-10-21 02:07:00,2022,10,2,Friday,Queens,11103,40.760136,-73.918076,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Pick-Up Truck,Ram,2022,M,Left Front Bumper,South
4564437,2022-09-15 13:30:00,2022,9,13,Thursday,Brooklyn,11206,40.708595,-73.93775,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Cadi -Car/Suv,2007,Unknown,Left Front Quarter Panel,Unknown
4627226,2023-05-09 09:00:00,2023,5,9,Tuesday,Unknown,0,40.725193,-74.007675,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Toyt -Car/Suv,2018,Unknown,Left Front Quarter Panel,West
4676735,2023-10-28 17:49:00,2023,10,17,Saturday,Bronx,10465,40.87829,-73.87006,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Sedan,Lexs -Car/Suv,2021,M,Center Back End,South
4582533,2022-10-27 14:18:00,2022,10,14,Thursday,Unknown,0,40.70637,-73.75554,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Motorcycle,Suzi -Mcl,2020,M,Center Front End,West
4616628,2023-03-28 08:15:00,2023,3,8,Tuesday,Brooklyn,11230,40.613163,-73.95719,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Bike,Unknown,0,M,Other,West
4676758,2023-11-05 00:00:00,2023,11,0,Sunday,Queens,11369,40.761177,-73.860306,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Center Front End,West
4607339,2023-02-17 19:00:00,2023,2,19,Friday,Unknown,0,40.629284,-74.15018,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Hyun -Car/Suv,2022,Unknown,Right Front Bumper,East
4607823,2023-02-20 07:00:00,2023,2,7,Monday,Unknown,0,,,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Chev -Car/Suv,2021,M,Right Front Quarter Panel,North
4628908,2023-05-14 21:30:00,2023,5,21,Sunday,Brooklyn,11224,40.57605,-73.98576,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Right Front Quarter Panel,South
4588565,2022-12-09 20:30:00,2022,12,20,Friday,Queens,11422,40.665558,-73.72985,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Garbage Or Refuse,Mack-Truck/Bus,2016,M,Right Front Bumper,West
4588756,2022-12-11 03:30:00,2022,12,3,Sunday,Staten Island,10314,40.62197,-74.12257,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Center Front End,East
4611179,2023-03-07 17:20:00,2023,3,17,Tuesday,Unknown,0,40.679337,-73.94405,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Passing Or Lane Usage Improper,Sedan,Unknown,0,Unknown,Right Front Quarter Panel,South
4594301,2022-12-23 07:00:00,2022,12,7,Friday,Queens,11358,40.755806,-73.797066,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Hond -Car/Suv,2019,Unknown,Center Front End,West
4613459,2023-03-15 14:20:00,2023,3,14,Wednesday,Unknown,0,40.830997,-73.88525,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2006,M,Left Rear Bumper,South
4616395,2023-03-24 09:00:00,2023,3,9,Friday,Unknown,0,40.67004,-73.93658,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4617227,2023-03-31 13:12:00,2023,3,13,Friday,Unknown,0,40.701614,-73.914856,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Pick-Up Truck,Chev -Car/Suv,2016,Unknown,Right Side Doors,West
4633878,2023-04-22 21:29:00,2023,4,21,Saturday,Brooklyn,11212,40.656685,-73.90454,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4634922,2023-06-02 15:36:00,2023,6,15,Friday,Unknown,0,40.69773,-73.81409,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Sedan,Merz -Car/Suv,2019,M,Right Front Bumper,South
4634177,2023-05-30 10:00:00,2023,5,10,Tuesday,Queens,11102,40.771896,-73.91987,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2002,Unknown,Right Front Quarter Panel,South
4620672,2023-04-15 17:10:00,2023,4,17,Saturday,Brooklyn,11249,40.714886,-73.96223,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Taxi,Toyt -Car/Suv,2015,M,Right Front Bumper,West
4635955,2023-06-07 00:15:00,2023,6,0,Wednesday,Queens,11434,40.673794,-73.78867,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Merz -Car/Suv,2018,Unknown,Center Back End,North
4657539,2023-08-25 10:30:00,2023,8,10,Friday,Manhattan,10010,40.742233,-73.9933,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Ford -Car/Suv,2022,M,Left Rear Bumper,North
4657611,2023-08-28 00:13:00,2023,8,0,Monday,Queens,11104,40.738598,-73.927246,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Sedan,Toyt -Car/Suv,2014,Unknown,Center Back End,Northeast
4639975,2023-06-18 01:17:00,2023,6,1,Sunday,Bronx,10458,40.859875,-73.89323,0,0,0,0,0,0,0,0,Turning Improperly,Passing Or Lane Usage Improper,Unknown,Niss -Car/Suv,2002,Unknown,Unknown,Unknown
4640002,2023-06-22 23:52:00,2023,6,23,Thursday,Unknown,0,40.869522,-73.8899,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Sedan,Kia -Car/Suv,2023,F,Left Rear Bumper,West
4641349,2023-06-27 19:20:00,2023,6,19,Tuesday,Manhattan,10019,40.763023,-73.97815,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Taxi,Niss -Car/Suv,2015,M,Other,West
4646250,2023-07-15 09:00:00,2023,7,9,Saturday,Queens,11369,40.759407,-73.85713,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Pick-Up Truck,Ford -Car/Suv,2009,Unknown,Center Front End,North
4648396,2023-07-23 14:35:00,2023,7,14,Sunday,Manhattan,10001,40.75458,-73.99915,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Bike,Unknown,0,M,Center Front End,Unknown
4663450,2023-09-15 10:58:00,2023,9,10,Friday,Unknown,0,40.627872,-73.98481,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4665944,2023-09-26 12:30:00,2023,9,12,Tuesday,Manhattan,10003,40.731163,-73.99193,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4682770,2023-11-28 02:15:00,2023,11,2,Tuesday,Staten Island,10301,40.63817,-74.08454,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Toyt -Car/Suv,2009,Unknown,Right Side Doors,Unknown
4665756,2023-09-27 07:00:00,2023,9,7,Wednesday,Unknown,0,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Ambulance,Ford-Truck/Bus,2022,M,Right Side Doors,West
4685782,2023-12-03 20:03:00,2023,12,20,Sunday,Manhattan,10033,40.849213,-73.9338,1,0,0,0,1,0,0,0,Turning Improperly,Turning Improperly,Taxi,Lexs -Car/Suv,2020,M,Center Front End,North
4685984,2023-11-19 19:04:00,2023,11,19,Sunday,Manhattan,10031,40.827152,-73.946205,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4673413,2023-10-18 18:30:00,2023,10,18,Wednesday,Unknown,0,40.6828,-73.90638,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unknown,Unknown,0,Unknown,Left Front Bumper,West
4704336,2024-02-21 13:05:00,2024,2,13,Wednesday,Unknown,0,40.750885,-73.81942,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Toyt -Car/Suv,2019,M,Right Side Doors,North
4687695,2023-12-12 17:12:00,2023,12,17,Tuesday,Manhattan,10034,40.867767,-73.92593,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Failure To Yield Right-Of-Way,Sedan,Infi -Car/Suv,2015,F,Right Front Bumper,East
4705304,2024-02-24 04:50:00,2024,2,4,Saturday,Unknown,0,40.814632,-73.9442,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Sedan,Hyun -Car/Suv,2016,M,Center Front End,South
4705304,2024-02-24 04:50:00,2024,2,4,Saturday,Unknown,0,40.814632,-73.9442,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Sedan,Niss -Car/Suv,2007,F,Center Front End,South
4705304,2024-02-24 04:50:00,2024,2,4,Saturday,Unknown,0,40.814632,-73.9442,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unknown,Unknown,0,Unknown,Unknown,Unknown
4704693,2024-02-24 07:39:00,2024,2,7,Saturday,Bronx,10469,40.865547,-73.86157,1,0,0,0,0,0,0,0,Unspecified,Traffic Control Disregarded,E-Scooter,Unknown,0,M,Center Front End,North
4675717,2023-10-31 23:00:00,2023,10,23,Tuesday,Queens,11354,40.76879,-73.81355,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Bmw -Car/Suv,2018,Unknown,Left Front Quarter Panel,South
4688013,2023-12-17 01:07:00,2023,12,1,Sunday,Bronx,10468,40.86022,-73.90721,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Sedan,Toyt -Car/Suv,2012,M,Left Front Bumper,North
4688531,2023-12-18 19:31:00,2023,12,19,Monday,Unknown,0,40.69382,-73.72694,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Hond -Car/Suv,2017,M,Center Back End,South
